"""","0111 穀類","0112 いも・豆類","0113 野菜","0114 果実","0115 その他の食用作物","0116 非食用作物","0121 畜産","0131 農業サービス","0151 育林","0152 素材","0153 特用林産物","0171 海面漁業","0172 内水面漁業","0611 金属鉱物","0621 石炭・原油・天然ガス","0631 砂利・砕石","0639 その他の鉱物","1111 食肉","1112 畜産食料品","1113 水産食料品","1114 精穀・製粉","1115 めん・パン・菓子類","1116 農産保存食料品","1117 砂糖・油脂・調味料類","1119 その他の食料品","1121 酒類","1129 その他の飲料","1131 飼料・有機質肥料（別掲を除く。）","1141 たばこ","1511 紡績","1512 織物","1513 ニット生地","1514 染色整理","1519 その他の繊維工業製品","1521 衣服","1522 その他の衣服・身の回り品","1529 その他の繊維既製品","1611 木材","1619 その他の木製品","1621 家具・装備品","1631 パルプ","1632 紙・板紙","1633 加工紙","1641 紙製容器","1649 その他の紙加工品","1911 印刷・製版・製本","2011 化学肥料","2021 ソーダ工業製品","2029 その他の無機化学工業製品","2031 石油化学基礎製品","2041 脂肪族中間物・環式中間物","2042 合成ゴム","2049 その他の有機化学工業製品","2051 合成樹脂","2061 化学繊維","2071 医薬品","2081 油脂加工製品・石けん・界面活性剤・化粧品","2082 塗料・印刷インキ","2083 写真感光材料","2084 農薬","2089 その他の化学最終製品","2111 石油製品","2121 石炭製品","2211 プラスチック製品","2221 タイヤ・チューブ","2229 その他のゴム製品","2311 革製履物","2312 なめし革・毛皮・その他の革製品","2511 ガラス・ガラス製品","2521 セメント・セメント製品","2531 陶磁器","2591 建設用土石製品","2599 その他の窯業・土石製品","2611 銑鉄・粗鋼","2612 鉄屑","2621 熱間圧延鋼材","2622 鋼管","2623 冷延・めっき鋼材","2631 鋳鍛造品","2699 その他の鉄鋼製品","2711 非鉄金属製錬・精製","2712 非鉄金属屑","2721 電線・ケーブル","2729 その他の非鉄金属製品","2811 建設用金属製品","2812 建築用金属製品","2891 ガス・石油機器・暖厨房機器","2899 その他の金属製品","2911 ボイラ・原動機","2912 ポンプ・圧縮機","2913 運搬機械","2914 冷凍機・温湿調整装置","2919 その他のはん用機械","3011 農業用機械","3012 建設・鉱山機械","3013 繊維機械","3014 生活関連産業用機械","3015 基礎素材産業用機械","3016 金属加工機械","3017 半導体製造装置","3019 その他の生産用機械","3111 事務用機械","3112 サービス用機器","3113 計測機器","3114 医療用機械器具","3115 光学機械・レンズ","3116 武器","3211 電子デバイス","3299 その他の電子部品","3311 産業用電気機器","3321 民生用電気機器","3331 電子応用装置","3332 電気計測器","3399 その他の電気機械","3411 民生用電子機器","3412 通信機械","3421 電子計算機・同附属装置","3511 乗用車","3521 トラック・バス・その他の自動車","3522 二輪自動車","3531 自動車部品・同附属品","3541 船舶・同修理","3591 鉄道車両・同修理","3592 航空機・同修理","3599 その他の輸送機械","3911 がん具・運動用品","3919 その他の製造工業製品","3921 再生資源回収・加工処理","4111 住宅建築","4112 非住宅建築","4121 建設補修","4131 公共事業","4191 その他の土木建設","4611 電力","4621 都市ガス","4622 熱供給業","4711 水道","4811 廃棄物処理","5111 卸売","5112 小売","5311 金融","5312 保険","5511 不動産仲介及び賃貸","5521 住宅賃貸料","5531 住宅賃貸料（帰属家賃）","5711 鉄道旅客輸送","5712 鉄道貨物輸送","5721 道路旅客輸送","5722 道路貨物輸送（自家輸送を除く。）","5731 自家輸送（旅客自動車）","5732 自家輸送（貨物自動車）","5741 外洋輸送","5742 沿海・内水面輸送","5743 港湾運送","5751 航空輸送","5761 貨物利用運送","5771 倉庫","5781 こん包","5789 その他の運輸附帯サービス","5791 郵便・信書便","5911 電気通信","5919 その他の通信サービス","5921 放送","5931 情報サービス","5941 インターネット附随サービス","5951 映像・音声・文字情報制作","6111 公務（中央）","6112 公務（地方）","6311 学校教育","6312 社会教育・その他の教育","6321 学術研究機関","6322 企業内研究開発","6411 医療","6421 保健衛生","6431 社会保険・社会福祉","6441 介護","6599 その他の非営利団体サービス","6611 物品賃貸業（貸自動車業を除く。）","6612 貸自動車業","6621 広告","6631 自動車整備","6632 機械修理","6699 その他の対事業所サービス","6711 宿泊業","6721 飲食サービス","6731 洗濯・理容・美容・浴場業","6741 娯楽サービス","6799 その他の対個人サービス","6811 事務用品","6911 分類不明"," 行和"," 感応度係数"
"0111 穀類","1.0109879582343435","8.048239564239562E-4","0.006593333883629988","0.006919938178360134","0.019084095316389233","0.015004322470018488","0.04441790767057691","0.010427340530537565","1.6142189865927904E-5","2.7736962816828157E-5","0.03585419853831015","0.002312733120876192","0.017238436660630747","0.0","0.0","8.049522161223579E-5","0.0","0.03344230973845581","0.014891720914004746","0.0016809553198045039","0.8583185915453888","0.06855277885005846","0.0021122794535486113","0.013943320689449807","0.06546351584232792","0.030164253613377687","0.002403732230552817","0.07724525981737848","0.0","0.002630161179229122","6.088233309967348E-4","5.619364031668559E-4","1.108732097019592E-4","4.950156562113486E-4","3.44880752876536E-4","5.09097046299158E-4","6.492357060766804E-4","0.0020246447000136208","6.588863658079829E-4","3.3455717808307555E-4","0.0","7.433076728899996E-5","1.3337029459887335E-4","7.97349190937947E-5","6.993728624226666E-5","4.085335784243366E-5","4.1953795928269984E-5","5.4658022762249724E-5","9.052228862443164E-5","1.6276111113034444E-5","6.232134833993693E-5","0.0","3.4978007227553197E-4","8.884446978089335E-5","4.24014154997837E-5","3.216255820815117E-4","6.840381303314665E-4","2.4011835664830024E-4","1.0011702010441496E-4","1.1119898039050733E-4","4.326674935121304E-4","3.159010515079415E-6","7.519520866797728E-6","6.259642436208452E-5","0.002740410751572749","8.428028010058961E-4","0.0014059954237218117","0.008473592313336782","2.8113614000910726E-5","4.395831134699835E-5","2.8623151744365954E-6","1.3672050274272803E-5","9.325566345950476E-5","1.3019212907720105E-5","0.0","2.538813150059927E-5","4.520828556783656E-5","3.772450941574986E-5","5.1225668073207213E-5","3.415405132472486E-5","2.016401389894531E-5","0.0","6.544676264798285E-5","3.142107757425133E-5","3.96076998957112E-5","3.968817894752988E-5","2.102097331201129E-5","3.0512074892433233E-5","4.479025537918435E-5","5.0470519573635455E-5","6.711208142478551E-5","7.257667051008584E-5","4.080610516447355E-5","1.1753378228277934E-4","1.704499060938085E-4","5.408195233248209E-5","5.4845273489642595E-5","5.505736626833745E-5","4.618061224473007E-5","7.024964161493842E-5","5.448182147853226E-5","8.837136156277932E-5","6.138950055430375E-5","8.44633520081139E-5","8.269273111670689E-5","1.4395123746783773E-4","0.0","6.939340435718394E-5","7.63920669153035E-5","7.762924314436978E-5","7.709873092411588E-5","7.226197355155004E-5","9.212375613304989E-5","5.3888345559350926E-5","4.972070338177844E-5","8.011094681694687E-5","6.735900742922706E-5","0.0","0.0","0.0","8.588723785224563E-5","6.355057759849224E-5","5.618282354654898E-5","0.0","9.507210164978257E-5","2.90722710612466E-4","0.005112246432364902","2.9527084149609227E-5","1.9796462748462783E-4","9.542679824070107E-5","9.771481061768663E-5","9.709763901937276E-5","7.731601894617055E-5","2.018414844161944E-5","3.788819536930255E-5","2.587438003134317E-5","4.3078350912924915E-5","3.738760126327168E-5","2.8326456403723157E-5","4.1804412178904026E-5","2.427616096774167E-5","3.113845449707882E-5","2.1639123599945787E-5","2.232537293494083E-5","7.366298431792838E-6","2.9840394501281576E-5","3.110056871535067E-5","2.6461104545684243E-5","2.6429600070631033E-5","8.008015937314514E-5","1.272953853091558E-4","2.623898786723955E-5","4.9976142162645985E-5","2.9072423194579056E-5","4.394448810721832E-5","2.891215167282997E-5","3.229211542597459E-5","1.0979234124796264E-4","7.117182324622344E-5","1.3938582935031984E-5","6.788814186139477E-5","7.296729895000281E-5","7.71476514934142E-5","5.709465083927974E-5","7.528662430701672E-5","1.4171960984853376E-4","1.3722739842072452E-4","3.894273614408385E-5","2.299069720770209E-5","4.7849682422887853E-4","4.4415689575917E-4","3.825253559052392E-4","4.741959924304166E-4","4.216522657068433E-5","0.003454813955162571","0.003197001726384806","6.902505979233315E-4","7.248547539537184E-5","3.781699641025366E-5","8.100644319408311E-5","2.5533026779476093E-4","5.8353183675308905E-5","5.418495937652929E-5","0.013160883154549224","0.019475166137686708","6.148517724594576E-5","2.0088288921292087E-4","0.0015187801120155817","8.116525714216681E-4","5.329706588904856E-4","2.4197414568738336","1.0917062967221736"
"0112 いも・豆類","2.444022940053005E-4","1.077556349617131","0.006821608354822597","1.5683291848986303E-4","4.8526500113335466E-4","1.3916900894949953E-4","0.008474451140370699","5.112869297323285E-4","4.794387961368757E-6","8.852899383664746E-6","7.439399803572508E-4","6.814351650486514E-4","0.004235909529861209","0.0","0.0","2.0088240795227702E-5","0.0","0.006383724953634541","0.004115856422965943","0.0017839664675961353","2.0921900278581134E-4","0.013426363438492404","0.01623569455503279","0.05859428860603338","0.020294123054750545","0.010361265605231155","0.00511346786418474","0.01873823134947499","0.0","1.1658208323709712E-4","2.533228369639411E-4","4.64364602850508E-5","1.6573483970717533E-4","9.113422080753491E-5","6.01219180932109E-5","8.697908022172299E-5","1.0395336581071752E-4","4.134878373335282E-5","3.664111842681326E-5","5.407373911076969E-5","0.0","2.551408403022349E-4","4.6173347312830523E-4","2.2152931189477903E-4","7.628795510299311E-5","7.410828306362411E-5","3.088302653327318E-5","2.774326303962793E-5","8.128425602369793E-5","1.032314876250407E-5","6.986039306043817E-5","0.0","8.789849873869337E-4","1.0454717789613939E-4","3.508085645838289E-5","4.647867592531755E-4","0.0025627787541948398","6.977604622752812E-4","1.439330854638933E-4","1.3310499691154265E-4","7.567794213898239E-4","1.8581063893665237E-6","4.592296035876173E-6","6.54501151707055E-5","6.87001963331454E-5","7.551516652380002E-5","2.771494041145919E-4","0.0017549333748452763","2.8369854443727227E-5","2.2758494161488765E-5","9.355748056179242E-7","2.3930156386616123E-5","1.9381095348472207E-4","6.2651948331150745E-6","0.0","7.826327502389694E-6","9.596090328495014E-6","1.1404340784555765E-5","2.0614328461989635E-5","1.0917583680722887E-5","7.50908684465159E-6","0.0","3.055149970226612E-5","1.1958270120276666E-5","2.0592469391984064E-5","1.2122553058702773E-5","1.0680023661281086E-5","1.5885732138716973E-5","1.4030154125328591E-5","1.5329521282736095E-5","2.2349902396626142E-5","2.8662788113717978E-5","1.7238524163226996E-5","2.0780578145654883E-5","2.061282159509565E-5","2.1912799815649376E-5","1.851966765173068E-5","1.700833069894283E-5","1.6787695236766737E-5","2.4620852054992752E-5","2.0211944776065192E-5","5.402597902229891E-5","1.8825051278391513E-5","2.2981038728724694E-5","3.128366923031108E-5","3.803530948560073E-5","0.0","2.9972336646635167E-5","2.8963173229090957E-5","2.7400342483355605E-5","3.3428360353212824E-5","2.5648363966240236E-5","2.604698671378814E-5","3.270108643754949E-5","1.860807029365305E-5","2.2332400459164455E-5","2.7003960546456626E-5","0.0","0.0","0.0","3.46815409874722E-5","3.689098362039196E-5","3.2789701538623445E-5","0.0","2.4090179258096985E-5","5.513004525414722E-5","8.3975320531091E-5","7.150100488872077E-6","2.4329371653923098E-5","1.9563440161351773E-5","2.2701803057446332E-5","1.5503488649167323E-5","1.5711543397656515E-5","5.712806557598967E-6","1.060059229429261E-5","9.262520701150028E-6","1.3957987481740275E-5","1.1573124897062867E-5","8.433216472430646E-6","1.148859598601874E-5","6.533829569281122E-6","9.199804776527182E-6","5.895734855539404E-6","7.884397557232654E-6","1.8504178830599111E-6","1.0758031585406914E-5","1.2365412192518117E-5","4.491471637157257E-6","6.565482323249867E-6","1.319647753182194E-5","1.4229908393156168E-5","7.475582735786535E-6","1.1566948613958317E-5","8.34104313225679E-6","1.2343608329713631E-5","9.452254840977189E-6","1.178571585918197E-5","4.746536473720648E-5","1.5598761863951946E-5","3.7238618720001328E-6","1.5482025461800046E-5","1.3756277791901241E-5","1.4893359843805296E-5","1.1920049115488006E-5","1.7668982367008145E-5","4.058111989043183E-5","1.4396838777015857E-5","8.898025610082162E-6","7.57197536879353E-6","6.608608896864394E-5","1.0501258343413906E-4","9.008904116514356E-5","1.597839944089961E-4","3.45897761735749E-5","7.367765843167127E-4","6.355584031272352E-4","2.702309964450998E-5","1.2547161901349019E-5","9.218425275054396E-6","2.2834404047428018E-5","3.259669817285772E-5","1.78199792060677E-5","1.3647204525969237E-5","0.003101559263674778","0.004928664155727982","6.0980573218652465E-5","3.0800199602509376E-5","2.4201764421699577E-4","8.58528314962621E-5","2.6643673326796305E-4","1.2783621485619745","0.5767541830189675"
"0113 野菜","5.6252353359477335E-5","3.1603925942334954E-5","1.000507687208435","4.093704406807901E-5","1.040816948067421E-4","3.2572628922594585E-5","0.0016871371592250433","1.1205413245826238E-4","5.405785572188793E-6","1.1644912877905427E-5","0.0010116113109043712","2.899482268444977E-4","8.757138540783232E-4","0.0","0.0","1.1844804397811158E-5","0.0","0.001277549828470865","0.0035098400995345652","0.0016528530877532224","4.9286822382740976E-5","0.008095143426012716","0.15920696288385913","0.01672630333146557","0.028279388380204083","0.0010464428526360413","0.004597181125399667","0.00362783741117312","0.0","2.9776843166430607E-5","7.359024731879234E-5","1.4982132798440264E-5","5.005354724260786E-5","2.6781711223649317E-5","2.0451511824505678E-5","2.5134710278091094E-5","2.9250023003758864E-5","1.9015222440431095E-5","1.6278440945098355E-5","1.97393410307065E-5","0.0","7.41161713374056E-5","1.347798179984032E-4","6.685393052818854E-5","2.4661992375372168E-5","2.406983761462724E-5","1.1453916871089734E-5","1.1542037760630522E-5","2.934285481512261E-5","4.077585916212654E-6","2.2768846412582827E-5","0.0","2.53549204071768E-4","3.3084654769063374E-5","1.1636424086020358E-5","1.417158651224078E-4","7.354731253642511E-4","2.0429887269413064E-4","4.3032686653923666E-5","4.6579827567243644E-5","2.1004412719622588E-4","9.07188786151916E-7","2.624427112233012E-6","2.199932652060858E-5","2.1614384715413874E-5","2.542330378404837E-5","7.135714445279898E-5","3.859659197545549E-4","9.835509613143304E-6","1.2571723725882953E-5","8.491416788626813E-7","7.929538046153934E-6","5.8488852911486114E-5","4.468066432604207E-6","0.0","5.185235058440747E-6","6.282938763687547E-6","6.878460807637475E-6","1.0973554774696634E-5","8.241737844425186E-6","4.68292662238539E-6","0.0","1.5473282139310032E-5","6.511723048850983E-6","1.0092601482463124E-5","6.957614104565814E-6","5.388114191761911E-6","8.538390226731898E-6","9.642118542514079E-6","1.1010461925573385E-5","1.498375173492325E-5","1.746061769339443E-5","1.1019916858181136E-5","1.164184951948004E-5","1.2380727277439639E-5","1.2743967259446722E-5","1.2711559366363039E-5","1.10626647638174E-5","1.0893310302298497E-5","1.1961290144358993E-5","1.1334098669830483E-5","2.1534567920890346E-5","7.148662651138822E-6","9.37712949608894E-6","1.2547293738451753E-5","1.3299198794599996E-5","0.0","1.0817669056156875E-5","1.1234811537825877E-5","1.2176104698213927E-5","1.3219449765149127E-5","9.628389538127694E-6","1.118196391992953E-5","1.314560487691168E-5","6.794978739828003E-6","9.670089264575785E-6","1.0076970449476736E-5","0.0","0.0","0.0","1.2524255934564129E-5","1.645027323668621E-5","1.8898451305261274E-5","0.0","1.3037604494743584E-5","2.0001743329870608E-5","2.6780425258471034E-5","7.214622344472797E-6","1.481906110266116E-5","1.4996926731425313E-5","1.525111676416892E-5","1.2021555300094807E-5","1.2433895052052386E-5","5.012772344075695E-6","5.91579947931637E-6","9.520110403390006E-6","1.2969601363870417E-5","6.103810802940876E-6","8.433369681337583E-6","9.723258485548141E-6","5.44714699949625E-6","8.993088058747189E-6","8.054381657182769E-6","1.0775079591533525E-5","1.913171763783441E-6","1.248947850669346E-5","1.0948509825555397E-5","6.016262773098995E-6","8.018043045468638E-6","1.830140331951583E-5","1.2676865236419902E-5","1.163958839575145E-5","1.5740274592257967E-5","9.308938720188217E-6","2.9532806062214576E-5","8.540327056801332E-6","1.1603144107301105E-5","1.7073495262814586E-5","7.978054486621416E-5","3.0991510109331888E-6","1.1084947797465236E-5","1.108620653834688E-5","2.540039111175101E-5","1.0117283569018471E-5","1.3395899551129923E-5","3.0103288315296323E-5","8.5945761480391E-5","7.269932397525635E-6","8.214096183774471E-6","2.033268080287839E-5","3.190579019769245E-5","2.5643612220604512E-5","5.186765226365787E-4","1.627382846388454E-5","0.003794959282216192","0.0030012330289136656","3.071030929043581E-4","8.301373963381873E-6","1.4428985006720394E-5","2.236163396578197E-5","1.5131863274657167E-5","1.1162371843461813E-5","1.1632405862621751E-5","0.012175872511046912","0.01631131216262568","2.3538944128665507E-5","1.4118194072227592E-4","0.0013786576057970847","2.8323769254044137E-5","3.781279501764949E-4","1.27527619964355","0.5753619062300417"
"0114 果実","7.877478846522697E-6","4.693081042367233E-6","7.676863565619486E-6","1.000007018947587","1.2149945820401512E-5","4.849491233679392E-6","1.593890600363669E-4","1.34851431650146E-5","2.208790209892503E-6","4.950205227968493E-6","5.398055231382569E-4","1.7700130789306573E-4","8.436382750399993E-5","0.0","0.0","5.3072501369173294E-6","0.0","1.2404769880057018E-4","3.0353280466123344E-4","5.212221177354505E-4","7.585748545942873E-6","0.00467700088873556","0.030062738508813705","0.0011613979764866491","0.015158021013877419","0.0017832440852000478","0.00881336211944132","2.690222203193325E-4","0.0","4.831391349759746E-6","7.903292047262344E-6","4.0707662757520516E-6","6.347628133161055E-6","5.033463600828916E-6","4.862994614426826E-6","4.9817163434344065E-6","5.496517911201259E-6","5.466579285618292E-6","4.776918112738872E-6","4.557055724396682E-6","0.0","6.145612711209313E-6","1.1560662343436602E-5","7.726630047084585E-6","4.0689609959958266E-6","3.8321840657847265E-6","3.658471456857075E-6","4.452365651793025E-6","9.363995141614185E-6","1.2885967238156865E-6","4.866324142114322E-6","0.0","2.049158107694496E-5","5.830050799309871E-6","2.656706153194046E-6","1.5342883803581528E-5","5.4894619180120296E-5","1.7654684532251423E-5","5.250666367366264E-6","9.11444446211E-6","1.8007915413908974E-5","3.6127660103831116E-7","1.1342155975484238E-6","4.422967782663266E-6","5.4431161534739E-6","4.750738033414413E-6","1.1655303974398578E-5","4.403544052742518E-5","2.250024101691912E-6","5.1674907157986356E-6","4.613145067913858E-7","1.3192355225053535E-6","6.3910068472306295E-6","2.5066336196685232E-6","0.0","2.900627294262051E-6","3.32793563369357E-6","3.3059167863809824E-6","4.149685985122041E-6","4.128735070371337E-6","1.963522934139458E-6","0.0","4.998730412256287E-6","2.659835690653566E-6","4.262993007304103E-6","2.965416165312821E-6","2.110819924135301E-6","3.420799036466948E-6","4.049250675901409E-6","5.771874684953595E-6","6.226396978187339E-6","8.207490241922564E-6","5.4597986242512045E-6","4.479071384770166E-6","4.92563009644809E-6","4.83990262176449E-6","8.259232297717418E-6","4.746000743065926E-6","4.5184037835043205E-6","5.24926277099812E-6","5.656366079545891E-6","5.864245360799429E-6","2.3574806582023013E-6","3.2943175230967186E-6","4.157802567713088E-6","3.969586128698826E-6","0.0","2.8561094727856113E-6","3.5606725700699915E-6","4.121224013286697E-6","3.6746329182938405E-6","2.8722168723959633E-6","4.009851161455992E-6","4.0878134822725325E-6","2.0086132902821287E-6","3.1597308340918593E-6","2.8776340648170413E-6","0.0","0.0","0.0","3.2041627607013625E-6","4.9517579627411E-6","6.50998420753244E-6","0.0","4.56468969206623E-6","5.387489762238693E-6","6.969525849657331E-6","4.215707067554474E-6","5.223074382932023E-6","6.44053665631096E-6","6.609200482737744E-6","5.366386644445563E-6","5.562668394307286E-6","2.8538709237327584E-6","3.963243306084991E-6","4.424270561327612E-6","9.167871248798003E-6","3.0736265787332956E-6","4.713182973666934E-6","4.752841942033561E-6","3.1876860244733645E-6","5.439064669931284E-6","3.974354528731172E-6","5.1951552534607E-6","9.064470960050461E-7","5.542424256836498E-6","4.438416992531646E-6","4.0284889184650155E-6","4.226186448296309E-6","8.97434630887221E-6","5.9853201461832E-6","6.4255707651752E-6","7.875251487338604E-6","4.770732285611417E-6","1.431339778941181E-5","4.161252021902204E-6","7.233065548942296E-6","3.4647400022335627E-6","4.087505552765937E-5","1.2774634622742638E-6","4.868070524359474E-6","6.185780214015339E-6","9.809365214977774E-6","4.532077466563488E-6","6.1628366367004116E-6","8.891886115271296E-6","2.299847081380393E-5","3.4592848460441316E-6","3.475766809818585E-6","4.844527004179884E-6","7.712111340065387E-6","6.747298766005704E-6","2.051801357445149E-4","4.592681626697751E-6","0.0018923621120897345","0.0015013310635005395","6.033391806518422E-4","3.882495244336392E-6","8.884416035051902E-6","8.867441644480615E-6","5.235064429572428E-6","5.0488237378596434E-6","5.919760393229124E-6","0.005666334239565826","0.007057870787947584","5.233652428027312E-6","1.1428820747942165E-5","6.04393014515805E-4","5.253735182898646E-6","1.5771795260944262E-4","1.082514653535097","0.4883943531244406"
"0115 その他の食用作物","0.003498590050323421","0.0018174325440255444","0.002772221238398761","0.0020235864272610277","1.007151302501971","0.0018734530293478414","0.1262742656420715","0.007351408354807848","9.039125957211513E-6","1.853142153873723E-5","6.081964943842206E-4","0.007887271873949123","0.0643316172648761","0.0","0.0","5.5929053560260515E-5","0.0","0.09503791825296794","0.04060203298759738","0.004648678849399939","0.0029741864430010002","0.012105145436242856","0.003638404425859307","0.06559159311102027","0.01225672033589938","0.0025880751113163563","0.0069974402594456375","0.2893114776428686","0.0","0.001275475114277342","6.303639644475502E-4","3.2980465614833266E-4","2.50680676874164E-4","5.955291549197858E-4","2.2924628014692574E-4","7.32477988288358E-4","8.563521251453033E-4","8.13709716077052E-5","7.050197118242557E-5","1.1046709594822368E-4","0.0","3.0402030565085137E-4","5.387758429616519E-4","2.74711046423024E-4","1.4306860769599232E-4","1.0948472015588601E-4","8.77462366656494E-5","1.204961643301928E-4","2.0990719832514925E-4","3.4626349746740084E-5","1.6141513359877406E-4","0.0","0.001194404068214662","2.4223761422060173E-4","1.123111761789647E-4","9.556828519658101E-4","0.0030175017384229006","9.158775345968811E-4","2.940853167176372E-4","2.9383702031872617E-4","0.001308946725160693","6.291953507924873E-6","1.0341068613172769E-5","1.5169740798748256E-4","4.424509005279252E-4","2.369495106700827E-4","0.0033178044255938893","0.02293090470289726","7.000764459658872E-5","5.5866445795492884E-5","2.703841685510269E-6","3.1961812443707756E-5","2.549073280758113E-4","1.7610020311665435E-5","0.0","3.035942096348721E-5","4.867477897356817E-5","4.461564451848127E-5","5.1012995523370024E-5","4.120788934181712E-5","3.487641679175771E-5","0.0","9.275017376020802E-5","5.496290118973357E-5","6.0303517221164723E-5","4.6881983274930465E-5","3.303690631502654E-5","4.1758633312490675E-5","6.879192587952932E-5","6.295598772869762E-5","8.718501920527574E-5","1.171905138271792E-4","6.033793710436944E-5","1.010664020390812E-4","8.907655419505276E-5","6.696164627112143E-5","8.538157266301162E-5","6.786844816736115E-5","6.644372361338503E-5","1.5496778548182056E-4","7.658750106840379E-5","1.5085232706006567E-4","1.5692558049196955E-4","1.8212748624099885E-4","1.438097788207471E-4","3.2983724070193563E-4","0.0","1.5072260158074165E-4","1.643673512875473E-4","1.441947412823393E-4","1.5329446926121325E-4","1.7663659969094196E-4","1.4598609761683068E-4","1.0131068126173736E-4","1.251475534897775E-4","1.3945332091440385E-4","1.6095900911796156E-4","0.0","0.0","0.0","1.5484147387529398E-4","8.123755039585663E-5","6.053945268190046E-5","0.0","1.060501251109918E-4","3.639245177904958E-4","5.696187292111351E-4","2.4425165218372787E-5","4.950366199335278E-5","4.683180597813752E-5","4.98292246643321E-5","5.1847984675864955E-5","4.327095250995139E-5","2.1439927360149314E-5","7.40771320294175E-5","2.731512811255243E-5","3.4204567813141354E-5","2.968789978152103E-5","2.3450305032688098E-5","4.823552006364632E-5","1.8031097527685557E-5","2.5013872535656136E-5","1.2965348520252851E-5","1.4633343586894093E-5","4.314846456667951E-6","2.878373645314655E-5","3.0045307099940775E-5","1.392076266029729E-5","1.6470776591547095E-5","3.939214121267798E-5","4.725503612188219E-5","2.0302224036084287E-5","3.3201167266386623E-5","2.2203447529406512E-5","2.7980692144103357E-5","2.1224635582283773E-5","2.629144711283938E-5","6.987303218799275E-5","2.9400277008230532E-5","1.2803359050191027E-5","1.0580923118441555E-4","8.274291245307447E-5","6.275228459608812E-5","4.5589558045334796E-5","1.0999335664807598E-4","9.148092751237342E-5","3.8520290341469824E-5","2.2092575004990363E-5","1.4563057425164463E-5","8.850496466402904E-4","0.0013839266340770668","0.0011552746037672005","2.8869109935008604E-4","6.82270519483168E-5","7.933375079169324E-4","7.203383077127336E-4","7.241452897823269E-5","5.460093526777416E-5","2.0226392150033904E-5","6.357913662583057E-5","1.0854283569081908E-4","6.995384168581825E-5","2.9126429246730234E-5","0.003233209584430873","0.007286735457152209","8.709100844635795E-5","3.1396098181342647E-4","4.2826333893108997E-4","2.1414524204582184E-4","3.9350522628643365E-4","1.8291644833667426","0.825257747499986"
