"""","7111 家計外消費支出（列）","7211 家計消費支出","7212 対家計民間非営利団体消費支出","7311 一般政府消費支出","7321 一般政府消費支出（社会資本等減耗分）","7411 県内総固定資本形成（公的）","7511 県内総固定資本形成（民間）","7611 在庫純増","7711 調整項","8100 移輸出","合計"
"0111 穀類","167.51364953467365","4615.141015692924","25.785150608714442","160.6684666472563","2.8205960379343233","1.054001510566343","6.25314883217022","-95.9924649594853","0.9173796999877786","2831.8390563952507","7715.999999999993"
"0112 いも・豆類","68.11268198697474","993.9716044941281","7.7858608342218645","56.74760094275869","0.959692474668936","0.11256295731792879","0.2065649831298977","82.99630294658657","0.5912814963389152","1135.5158468838742","2347.0"
"0113 野菜","376.23467350276076","7922.056125384168","52.01051121760807","329.7233403076915","4.812903977576941","0.5779025271481408","0.7516512905116152","24.272984776612695","1.9434323606510562","5004.61647465527","13717.0"
"0114 果実","106.2479977423026","1892.9620091426532","18.242308686620845","89.57452123085078","1.2836017569664933","0.19807371109269944","691.7005111271693","2.9016014468997176","0.2464599925004285","763.642915162944","3567.0000000000005"
"0115 その他の食用作物","7.644041086082174","141.28001234748356","0.5536301345464408","4.8931659932360185","0.22929504517536808","0.1507058734947419","7.984600184931924","5.007757808459163","0.41004641081199217","649.8467451157787","818.0000000000001"
"0116 非食用作物","143.87272651502946","2743.1895716200697","23.376146120528304","42.016869026707575","3.4082882334878093","352.31719717464483","172.9013586562682","14.32541102075865","8.767585221670595","2516.824846410835","6021.0"
"0121 畜産","196.91779315560308","2755.806573273223","15.696731773730606","137.0430740664925","4.76179776453537","1.2055376512020226","223.310842178289","12.818429827896392","1.7963112369794274","1483.6429090720499","4833.000000000002"
"0131 農業サービス","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0151 育林","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0152 素材","1.7287646882284593","32.026631716558896","0.7511285516559013","4.968614581793014","0.9017163267474907","51.08002577104408","292.14342842856695","11.463054310365408","0.7673204586552492","3622.16931516638","4017.9999999999955"
