"""","0111 穀類","0112 いも・豆類","0113 野菜","0114 果実","0115 その他の食用作物","0116 非食用作物","0121 畜産","0131 農業サービス","0151 育林","0152 素材","0153 特用林産物","0171 海面漁業","0172 内水面漁業","0611 金属鉱物","0621 石炭・原油・天然ガス","0631 砂利・砕石","0639 その他の鉱物","1111 食肉","1112 畜産食料品","1113 水産食料品","1114 精穀・製粉","1115 めん・パン・菓子類","1116 農産保存食料品","1117 砂糖・油脂・調味料類","1119 その他の食料品","1121 酒類","1129 その他の飲料","1131 飼料・有機質肥料（別掲を除く。）","1141 たばこ","1511 紡績","1512 織物","1513 ニット生地","1514 染色整理","1519 その他の繊維工業製品","1521 衣服","1522 その他の衣服・身の回り品","1529 その他の繊維既製品","1611 木材","1619 その他の木製品","1621 家具・装備品","1631 パルプ","1632 紙・板紙","1633 加工紙","1641 紙製容器","1649 その他の紙加工品","1911 印刷・製版・製本","2011 化学肥料","2021 ソーダ工業製品","2029 その他の無機化学工業製品","2031 石油化学基礎製品","2041 脂肪族中間物・環式中間物","2042 合成ゴム","2049 その他の有機化学工業製品","2051 合成樹脂","2061 化学繊維","2071 医薬品","2081 油脂加工製品・石けん・界面活性剤・化粧品","2082 塗料・印刷インキ","2083 写真感光材料","2084 農薬","2089 その他の化学最終製品","2111 石油製品","2121 石炭製品","2211 プラスチック製品","2221 タイヤ・チューブ","2229 その他のゴム製品","2311 革製履物","2312 なめし革・毛皮・その他の革製品","2511 ガラス・ガラス製品","2521 セメント・セメント製品","2531 陶磁器","2591 建設用土石製品","2599 その他の窯業・土石製品","2611 銑鉄・粗鋼","2612 鉄屑","2621 熱間圧延鋼材","2622 鋼管","2623 冷延・めっき鋼材","2631 鋳鍛造品","2699 その他の鉄鋼製品","2711 非鉄金属製錬・精製","2712 非鉄金属屑","2721 電線・ケーブル","2729 その他の非鉄金属製品","2811 建設用金属製品","2812 建築用金属製品","2891 ガス・石油機器・暖厨房機器","2899 その他の金属製品","2911 ボイラ・原動機","2912 ポンプ・圧縮機","2913 運搬機械","2914 冷凍機・温湿調整装置","2919 その他のはん用機械","3011 農業用機械","3012 建設・鉱山機械","3013 繊維機械","3014 生活関連産業用機械","3015 基礎素材産業用機械","3016 金属加工機械","3017 半導体製造装置","3019 その他の生産用機械","3111 事務用機械","3112 サービス用機器","3113 計測機器","3114 医療用機械器具","3115 光学機械・レンズ","3116 武器","3211 電子デバイス","3299 その他の電子部品","3311 産業用電気機器","3321 民生用電気機器","3331 電子応用装置","3332 電気計測器","3399 その他の電気機械","3411 民生用電子機器","3412 通信機械","3421 電子計算機・同附属装置","3511 乗用車","3521 トラック・バス・その他の自動車","3522 二輪自動車","3531 自動車部品・同附属品","3541 船舶・同修理","3591 鉄道車両・同修理","3592 航空機・同修理","3599 その他の輸送機械","3911 がん具・運動用品","3919 その他の製造工業製品","3921 再生資源回収・加工処理","4111 住宅建築","4112 非住宅建築","4121 建設補修","4131 公共事業","4191 その他の土木建設","4611 電力","4621 都市ガス","4622 熱供給業","4711 水道","4811 廃棄物処理","5111 卸売","5112 小売","5311 金融","5312 保険","5511 不動産仲介及び賃貸","5521 住宅賃貸料","5531 住宅賃貸料（帰属家賃）","5711 鉄道旅客輸送","5712 鉄道貨物輸送","5721 道路旅客輸送","5722 道路貨物輸送（自家輸送を除く。）","5731 自家輸送（旅客自動車）","5732 自家輸送（貨物自動車）","5741 外洋輸送","5742 沿海・内水面輸送","5743 港湾運送","5751 航空輸送","5761 貨物利用運送","5771 倉庫","5781 こん包","5789 その他の運輸附帯サービス","5791 郵便・信書便","5911 電気通信","5919 その他の通信サービス","5921 放送","5931 情報サービス","5941 インターネット附随サービス","5951 映像・音声・文字情報制作","6111 公務（中央）","6112 公務（地方）","6311 学校教育","6312 社会教育・その他の教育","6321 学術研究機関","6322 企業内研究開発","6411 医療","6421 保健衛生","6431 社会保険・社会福祉","6441 介護","6599 その他の非営利団体サービス","6611 物品賃貸業（貸自動車業を除く。）","6612 貸自動車業","6621 広告","6631 自動車整備","6632 機械修理","6699 その他の対事業所サービス","6711 宿泊業","6721 飲食サービス","6731 洗濯・理容・美容・浴場業","6741 娯楽サービス","6799 その他の対個人サービス","6811 事務用品","6911 分類不明","行和","感応度係数"
"0111 穀類","1.0053290471140368","1.0838644582769995E-4","0.002938857900777074","0.003350162044536132","0.00910840903899619","0.006852390108772353","0.006150252902531568","0.004444432824644477","1.4306109827939288E-6","2.47899941778822E-6","0.015565314627265818","7.194933744742567E-5","3.626786097369862E-4","0.0","0.0","2.6006094872662126E-6","0.0","0.0017543682461935715","3.74569945820363E-4","1.2614162350124672E-4","0.4566388453278325","0.02599408335460621","2.6772727030687724E-4","0.0044618681699430595","0.02405853815113272","0.011957952732438383","3.038814013813913E-4","0.03286383115644364","0.0","1.76348465318464E-4","6.6143211190417125E-6","2.734601913382469E-6","3.825506180418286E-6","2.4168641789765534E-5","6.617372511226216E-6","7.530580787522494E-6","1.061098468019852E-5","7.660535148549223E-4","6.371177530879068E-5","1.7839458921723384E-5","0.0","1.646075111789686E-6","2.1438932585857223E-6","1.6724196412077658E-6","1.2655338799210388E-6","8.111179002778846E-7","1.2014925099713982E-6","2.123738700831403E-6","4.606894849375629E-6","4.0421596219775844E-7","1.308881690128439E-6","0.0","2.5670978285953998E-5","1.910409729342642E-6","5.832679627907181E-7","9.732205025767972E-6","1.3431602429543602E-5","4.573675416489137E-6","1.9832066560331854E-6","4.059812829677163E-6","1.5284959777096687E-5","1.5008938975286437E-7","4.5210145848330755E-7","1.0673383949649057E-6","1.931003590510306E-4","5.448651761429183E-5","9.618789239456216E-6","1.7581932020447252E-4","6.549071887359592E-7","2.2759311434074344E-6","8.163409552082903E-8","2.2307121482816066E-7","2.8606898968413512E-6","1.0362349802825725E-6","0.0","1.596198061860825E-6","2.0238362857744518E-6","1.6343958850250823E-6","2.7546954476053827E-6","1.7711053380021152E-6","8.993140106354195E-7","0.0","2.707745936843531E-6","8.41649324649878E-7","1.6136678500122792E-6","1.3252724861466207E-6","2.807513344748775E-7","1.341600104828142E-6","1.4027994420067661E-6","2.3021753958024205E-6","2.748011832804198E-6","3.6170762696112413E-6","2.269394119899711E-6","2.1429744982472617E-6","1.9368613342659126E-6","1.9805817470493732E-6","3.485866582146677E-6","2.370636914922704E-6","2.0550072747934176E-6","2.7400102962448655E-6","2.4691230362494825E-6","2.8540514226702386E-6","1.2205233673325426E-6","2.2808279443783433E-6","2.5039976608612322E-6","2.06325344710619E-6","0.0","1.3424602020613376E-6","2.1712611515606525E-6","2.1390954831192773E-6","1.9231425749565974E-6","1.2338123043454178E-6","3.215718829771644E-6","1.6158590810711243E-6","8.773534839504071E-7","2.331315982438044E-6","1.1736207183953753E-6","0.0","0.0","0.0","1.2140109204359983E-6","2.2351065371916123E-6","2.4288714609802593E-6","0.0","1.5672500561050565E-6","8.949200053696441E-6","0.0025099585142931385","1.4775827077670088E-6","1.134437362476258E-5","6.032477191933621E-6","5.467736251406073E-6","5.908701689649718E-6","4.730934637768713E-6","1.343312993340449E-6","1.7599046582072358E-6","2.095523441690659E-6","3.928418218412268E-6","1.620923731066197E-6","1.776356365869587E-6","2.4632834577638698E-6","1.2912485727088751E-6","2.4365949760080134E-6","2.050619479938158E-6","2.665004483705838E-6","5.47418385227231E-7","3.0915662009464225E-6","2.6589937571189476E-6","1.6938446112091396E-6","1.8222883225450343E-6","2.3979667985094948E-6","1.8626704809952576E-6","1.2265117453060177E-6","2.9698598472865172E-6","2.4405741700731947E-6","4.192133161592665E-6","1.9984870542198045E-6","3.3516773559607693E-6","5.432466152018096E-6","1.531568107030262E-5","5.547038074071808E-7","3.5961671946639614E-6","3.815946157513859E-6","7.188445271828105E-6","3.671620827500355E-6","4.115174536429919E-6","9.354734716757237E-6","4.0486856460705746E-5","2.116440504755729E-6","2.1165648511677725E-6","1.1265700123785337E-4","1.5589386192896218E-5","1.3054868341554012E-5","1.152873074162295E-4","2.096296487278174E-6","0.0011811769008380484","0.001062945094768389","2.382048260817906E-4","3.5248952391111516E-6","4.309363746066518E-6","4.452032442026369E-6","2.0759666317430324E-6","1.7948094774164549E-6","4.002504602190901E-6","0.004325427360983999","0.00547797070067764","3.498508651865367E-6","3.313657769806203E-5","4.5866960117260365E-4","3.594093283416489E-5","8.792406296360798E-5","1.6306882559291282","1.2225730183617005"
"0112 いも・豆類","1.5635009359054617E-7","1.0024891425102889","2.1272036609243792E-4","1.0546438881213407E-7","2.9886528309521414E-7","7.393363401466141E-8","1.1875572569455153E-5","3.1410381029370443E-7","1.447445938089039E-8","2.9467798917705844E-8","7.097641884582955E-6","9.330590666148783E-7","2.4273706396667557E-6","0.0","0.0","2.2182265884892363E-8","0.0","3.4025297141837448E-6","5.158222596184553E-6","2.943963785078264E-6","7.277207460992601E-8","2.615027716942303E-4","4.0394097788524515E-4","0.0016308122178846588","4.997030503624768E-4","2.840204310807843E-4","4.144027139827111E-5","2.1945505923019133E-4","0.0","4.370089015866084E-8","3.136573049962665E-7","7.448833875987928E-9","1.242893290026652E-7","3.549044253250167E-8","1.051127349895788E-8","1.3768077280384788E-8","2.2007247707716243E-8","4.673023054313008E-8","1.9953356135480995E-8","3.35066632465707E-8","0.0","4.1666348022113653E-7","5.470288272113167E-7","1.8685819238405535E-7","2.2554544412041403E-8","1.0342331495102312E-8","1.3649485280497936E-8","1.5380497061166187E-8","6.673670339962992E-8","6.990683776201141E-9","2.402390368725641E-8","0.0","1.311433725512592E-6","5.368298548166096E-8","3.9265610229945E-9","6.555758499657706E-7","4.028834320118871E-6","9.739465066307037E-7","8.41017694360579E-8","9.659785108641899E-8","1.6714046779029872E-6","1.9948200042818636E-9","4.519177959761192E-9","2.0831292181303594E-8","2.4131020543898046E-8","3.646459858675237E-8","4.199454193185077E-8","6.436927143709848E-7","1.5329270008556897E-8","2.195588825855714E-8","7.243624654104417E-10","4.364498165091495E-9","2.9189569211931767E-7","6.988570154238057E-9","0.0","8.100327852652938E-9","8.483772175918688E-9","8.7107983863036E-9","2.101040547175626E-8","1.2773572295571429E-8","7.053855597019331E-9","0.0","2.0651796376854696E-8","7.410401179636718E-9","8.600139963451219E-9","6.85023588803482E-9","1.8717424088009138E-9","1.005086211803827E-8","1.2422304331926983E-8","1.5352748809430793E-8","2.2865018209757094E-8","2.6017173952459465E-8","1.6081986624950044E-8","1.5781312563913297E-8","1.4899234637548398E-8","1.8261351093554316E-8","1.5885217934382074E-8","1.536945803638822E-8","1.624065901293234E-8","1.6590833437494525E-8","1.4472175623078937E-8","4.4466816248885416E-8","6.32376695203226E-9","1.1767867913303843E-8","1.4052151787626782E-8","9.558914326184975E-9","0.0","9.346691274673781E-9","1.3514994535327482E-8","1.37485600791794E-8","1.3481951403084914E-8","6.88465397355207E-9","1.2891096115548974E-8","1.3088913270339415E-8","4.6537552024485104E-9","9.555860572256233E-9","1.0458197408186901E-8","0.0","0.0","0.0","1.3272689361379486E-8","2.0224901456945508E-8","2.389328497948398E-8","0.0","1.4407674571385061E-8","2.1866546838876828E-8","4.025957360736228E-8","8.056791080305114E-9","2.600241660312364E-8","2.637278236739937E-8","2.4659538087981725E-8","2.0452149125476507E-8","2.2619867173823424E-8","7.734743926660928E-9","7.972575959556372E-9","2.1224503271014E-8","1.8420184468278894E-8","7.42838349845583E-9","1.5184596760741737E-8","1.7342769320568765E-8","4.546285882560369E-9","1.349888520610301E-8","1.5647079127994467E-8","2.5642812099554714E-8","3.0328236883200603E-9","2.4012563282051603E-8","1.9603850538562877E-8","5.491957031264205E-9","1.2568613700643212E-8","1.07877425730702E-8","9.971659940432614E-9","6.279012742383277E-9","1.1470379677010675E-8","1.870579433127926E-8","2.683256021649215E-8","1.381001068174906E-8","2.185588973957068E-8","2.9947393043055664E-8","3.831045090484311E-8","2.7698189092526102E-9","1.7691411662814847E-8","1.7458411129415142E-8","2.7082571577098652E-8","1.544375033077817E-8","1.9318617135765706E-8","2.993334442239783E-8","4.442010251857295E-8","2.5132481988811602E-8","1.9587345375154617E-8","5.065277556977812E-8","7.672235264461158E-8","6.406908326411631E-8","1.0446484286388323E-6","2.8782794896011977E-8","1.3531829518205649E-5","1.0755335124521462E-5","6.871616042751897E-8","1.365651914867783E-8","2.7864820589201578E-8","1.6400151367578798E-8","1.580202471877691E-8","1.143807110343203E-8","2.2482346201832513E-8","6.024101866831579E-5","6.96845353257513E-5","4.92622161728281E-8","3.688791389146698E-8","3.236094455128713E-6","1.4949213694201167E-8","1.1114156448858894E-6","1.0062511657277489","0.7544149045292569"
"0113 野菜","1.4633021923046218E-6","3.226993244613095E-7","1.0001511160265322","1.6077123120520255E-6","1.57108044543638E-6","5.384373854248594E-7","1.0918326626543523E-5","2.1660530211877483E-6","9.110497311204325E-7","2.1305913624178814E-6","1.1227677059161448E-4","1.402465082728317E-5","4.802269071141774E-6","0.0","0.0","1.1770164557750044E-6","0.0","4.52084264738855E-6","7.516159636844908E-4","3.2842258365064375E-4","8.39128323444179E-7","0.0014567048179192999","0.05065963834779635","0.004411278119703826","0.00788988572574415","8.753823268777892E-5","4.0511601296830456E-4","6.014928907302456E-5","0.0","4.130932277497999E-7","1.1663009383140654E-6","4.227672509957665E-7","7.355876636465421E-7","5.510132769604417E-7","5.746034646163764E-7","5.049575395230018E-7","5.274247928607785E-7","9.700292848426101E-7","5.440127083392693E-7","5.648458765784558E-7","0.0","1.2945717627174967E-6","1.7562436691186923E-6","1.012725482485539E-6","3.84025997272461E-7","4.057209065399391E-7","3.882082741502858E-7","6.654689683705989E-7","1.4957541335976795E-6","1.3726631002252E-7","3.593405817351648E-7","0.0","3.919826947357701E-6","5.240167829401728E-7","1.2175401176052161E-7","2.894453616339637E-6","1.1415407622302697E-5","3.048399301110276E-6","3.676559551024216E-7","1.8890690743299542E-6","2.945863125208197E-6","6.820010669021637E-8","2.5038291847080314E-7","3.799483812269721E-7","7.043395400172125E-7","8.156924316816183E-7","1.731861092721754E-6","2.6498872985432663E-6","2.2828035889942594E-7","1.1632039607469887E-6","5.332793670421427E-8","1.0970707541179121E-7","1.2802687052292799E-6","5.596529280291454E-7","0.0","6.229660266535296E-7","6.322144418192329E-7","5.648743072207494E-7","9.847251281665501E-7","8.920637572773845E-7","4.3652514689737225E-7","0.0","1.1083353753628055E-6","3.082131202131366E-7","5.804099910401912E-7","3.938347139349667E-7","1.2818824242390183E-7","6.125812328304296E-7","7.56216974811397E-7","1.1135374989525202E-6","1.406482612041383E-6","1.7789831802836694E-6","1.1187579939325758E-6","8.754352866782003E-7","9.087123318656189E-7","1.0071532550532593E-6","1.4965457955895156E-6","1.1892120094700762E-6","1.0276061088870055E-6","9.259146494094772E-7","9.606005594969703E-7","1.1303159922632038E-6","1.9753825418802755E-7","5.235749329106961E-7","5.674388448056121E-7","5.899224961995796E-7","0.0","2.4538621983759144E-7","4.203986568384637E-7","6.066374711201354E-7","4.656636019728982E-7","2.1885476695592902E-7","6.180442123582838E-7","5.100634490570203E-7","1.419211124165387E-7","4.3248020233645886E-7","2.1820664198378635E-7","0.0","0.0","0.0","2.0158273616954596E-7","9.929660476026032E-7","1.4369047381912528E-6","0.0","8.331271225181359E-7","8.44760608746276E-7","5.379010267027994E-7","8.307889731134319E-7","1.4133844146738436E-6","1.814877508667357E-6","1.705611748826225E-6","1.4496464919355113E-6","1.5542042344966944E-6","6.388129962435898E-7","7.084303328693243E-7","1.456938242068937E-6","1.9766133283247947E-6","5.242498143339659E-7","1.1864119340126124E-6","1.3145406595578215E-6","5.555314963930768E-7","1.275128911416609E-6","1.43523535341421E-6","1.9414430971440385E-6","3.150195977707135E-7","1.9213986773893117E-6","1.280100124680365E-6","1.0182183834215195E-6","1.3085339549703234E-6","2.5683818931386937E-6","1.4318135422358788E-6","1.0148853596397739E-6","2.345664606743161E-6","1.5261544863877452E-6","4.93586202245732E-6","1.1595499644596209E-6","1.8822446059042812E-6","6.092411333414145E-7","2.3676428321482755E-5","2.746653238329549E-7","1.3182418089016445E-6","1.4896132054614805E-6","5.4709927114068E-6","1.4340039015940958E-6","1.4500158052432578E-6","4.612113143572462E-6","2.4754690192003587E-5","6.781771299014216E-7","1.3698119004150743E-6","1.305124288080334E-6","2.011472399751116E-6","1.5963848471923301E-6","1.385774547510211E-4","1.355219298352649E-6","0.0011362743407704017","8.714032504285968E-4","9.675173542804715E-5","9.89880604398568E-7","2.939362579512133E-6","2.6092933905188993E-6","1.0692191076915525E-6","9.266325390941685E-7","1.7465360929164805E-6","0.0036509818023691375","0.004706721220221305","1.5710240542361666E-6","4.340551682838033E-5","4.133900217877006E-4","3.1436172606062234E-7","7.157026183884728E-5","1.0777054317769188","0.8079861848772465"
"0114 果実","1.396473552557506E-6","3.841191333398566E-7","1.3956398051425492E-6","1.000001534457233","1.4863052846121475E-6","6.84967896006119E-7","9.707140858575325E-6","2.1503866884408965E-6","8.499320935943275E-7","1.9898222996847157E-6","1.2357218519595158E-4","3.412423377693228E-5","4.037448046786143E-6","0.0","0.0","1.8985777744592494E-6","0.0","4.558435854805013E-6","5.170425145846303E-5","2.36758990199052E-4","9.536642587617425E-7","0.0022848812770137296","0.0184390357275263","4.621492989538654E-4","0.008680218576638428","9.998814242459038E-4","0.004873014956927103","9.30047795610221E-6","0.0","4.6874923686649395E-7","7.142011205210044E-7","9.329929052354366E-7","9.303694356337775E-7","8.848399012869697E-7","1.0544873656808862E-6","7.720564129087696E-7","8.892404867988714E-7","1.1365222405731796E-6","7.03359017231281E-7","8.319114965323212E-7","0.0","4.0010899962782206E-7","6.033509919485594E-7","1.1275813449680472E-6","5.37555721679237E-7","6.370251633027146E-7","9.051514904797691E-7","1.3540290267441143E-6","3.5420340376586145E-6","2.3220067133638556E-7","6.808028581462501E-7","0.0","1.1903411461449875E-6","7.542980782018009E-7","1.950437303978002E-7","2.47303547120582E-6","2.229225097727997E-6","9.95015505803927E-7","3.993914784424312E-7","2.168656741704568E-6","9.674461218329588E-7","1.1511525805604538E-7","4.047122807333124E-7","5.584620897479949E-7","1.5395724633785975E-6","9.413506348313686E-7","1.6218846288161849E-6","2.137459495434552E-6","3.5666076300279005E-7","1.7818023948589524E-6","6.794624846672491E-8","1.4889984269407515E-7","8.337910939249349E-7","1.0481814540695755E-6","0.0","1.2050420703828143E-6","1.104579315811937E-6","9.424566824726041E-7","1.356044726478742E-6","1.2977762714170247E-6","5.702531569168039E-7","0.0","1.2068619136776378E-6","4.705720632837193E-7","1.1873522397602088E-6","5.747787602537102E-7","2.0045907268979092E-7","9.275154999080883E-7","7.998148383901946E-7","1.8889247421706795E-6","1.6649348064888208E-6","2.9073453354931844E-6","1.9050026774615212E-6","1.0610166975037212E-6","1.0945378956121753E-6","1.2127301111771772E-6","3.4402391995902576E-6","1.5225570767932762E-6","1.2665756076443502E-6","1.6771733608811374E-6","1.9442440484693457E-6","1.4445250182905905E-6","3.0703813747760847E-7","8.247525326168027E-7","1.0373975275596684E-6","9.185924301414927E-7","0.0","3.7482068555357125E-7","7.133286619149142E-7","8.242906150968928E-7","5.575610866676616E-7","3.2193179345706365E-7","1.0450353850942473E-6","9.062965092461748E-7","2.1495351974042184E-7","5.102783524149553E-7","3.1269806410519536E-7","0.0","0.0","0.0","2.7354145117567693E-7","1.279470388184609E-6","1.6005910088882586E-6","0.0","8.581521466862006E-7","1.1333923975366926E-6","9.01591649549608E-7","1.4403790977505774E-6","1.4373842510570736E-6","2.120883389788661E-6","2.296697206845087E-6","1.7496573598422902E-6","1.8790216996971572E-6","1.0821434319265544E-6","1.878925234023674E-6","1.6675929716440364E-6","4.287932405021978E-6","1.2277424813037288E-6","1.4870521939052508E-6","1.6413906652184822E-6","1.1564070038563293E-6","2.29645035629738E-6","1.6184050015241178E-6","2.172819223300877E-6","3.5779324811451277E-7","1.99086388489061E-6","1.267747413561703E-6","1.8324452410508962E-6","1.7414459711239668E-6","2.8569584994218244E-6","1.753950950703524E-6","1.3550708886241223E-6","2.797034618681053E-6","1.9922277626369106E-6","4.8815366274784006E-6","1.5842686176254381E-6","3.3591093943879866E-6","7.180651066034665E-7","2.3745222466385364E-5","2.9083968843440647E-7","1.6465749144297353E-6","2.5336986184657392E-6","4.509359156391227E-6","1.6755222183263578E-6","1.878037545895492E-6","3.477122717454353E-6","1.2419937972608266E-5","8.226490737652829E-7","1.3804376886527652E-6","1.3824263789197434E-6","2.218847964371788E-6","2.539143772501148E-6","1.0879358277268617E-4","1.4628876293274531E-6","0.0011199439382271576","8.650428370304275E-4","3.7681941603107686E-4","1.4469763730455535E-6","4.371611318283689E-6","2.831118819991412E-6","1.5296133616366128E-6","1.3433007852431295E-6","2.4955181612935386E-6","0.003330271259175981","0.0039763995116417865","1.838859525960049E-6","6.135203045538353E-6","3.553336487550718E-4","3.723509932364471E-7","6.540623702007447E-5","1.0466620117531904","0.7847120565570821"
"0115 その他の食用作物","5.774700446034079E-6","1.7049023415747378E-6","4.708263455389899E-6","3.4749537597485144E-6","1.000011961329093","3.0725624206778526E-6","3.262475520230765E-4","1.1885320723870288E-5","4.891964530114382E-9","9.261985909952812E-9","1.1752424185813212E-6","1.4997941012099338E-5","1.1767868688402936E-4","0.0","0.0","1.906657489250827E-8","0.0","9.29710387330306E-5","1.6236630768261514E-5","4.3575519331427755E-6","2.624481238501299E-6","1.8552626702399697E-4","6.485047585417918E-6","0.0022037740630819055","7.315767308369591E-5","4.324270457420225E-5","3.3162362856500325E-5","0.010810015261152316","0.0","9.677602456373897E-7","5.758719029414959E-7","5.258901148458646E-8","1.9920774170744682E-7","4.621290071743567E-7","5.088769621649548E-8","6.157318516098896E-8","1.6484374867249E-7","4.2589248090255025E-8","2.6415830173926412E-8","4.9617685749593364E-8","0.0","5.850352384356081E-7","7.391362719328295E-7","2.536063714131631E-7","5.7754304523118376E-8","2.3932432772637737E-8","7.009086805929011E-8","1.4840122764908776E-7","2.6736826432533587E-7","2.615423709211976E-8","1.29490117923571E-7","0.0","5.9070032040954984E-6","2.2204204423554292E-7","7.483125859187608E-8","1.4451243913492846E-6","5.65090337138974E-6","1.475106978514885E-6","2.753084569340911E-7","2.798524222750883E-7","1.4440961213412445E-6","7.941798109380087E-9","8.614054699373481E-9","8.491938881317054E-8","1.9728297052127888E-7","1.4224721791788297E-7","9.827493437550114E-8","8.059819257854387E-6","6.476541410270217E-8","4.885965198829305E-8","9.150079616207525E-10","5.774184628580443E-9","3.9727029495330643E-7","1.6380056126700713E-8","0.0","3.548787740148241E-8","4.179092157502834E-8","4.279888384826246E-8","4.3825268824631893E-8","3.8929077956828136E-8","4.271322864068726E-8","0.0","7.104688714900853E-8","4.374289179552381E-8","4.230118282455983E-8","3.381747508790399E-8","6.547984725210175E-9","2.6764304107256707E-8","6.0129073859641E-8","5.360965746426548E-8","7.076578342090516E-8","1.148680261367832E-7","5.672117050776918E-8","9.591377651230775E-8","5.631110226977208E-8","4.365430507125103E-8","9.216447246338088E-8","5.678586104990415E-8","5.857249383893381E-8","1.9999591871219976E-7","6.39847812477465E-8","9.63376149439118E-8","1.790051064746527E-7","1.8754836451729546E-7","1.4091851466292277E-7","8.089316944928008E-8","0.0","1.6271865776043467E-7","1.7363525602647214E-7","1.4721862781134942E-7","1.4643758867683083E-7","1.6972771864659671E-7","1.4776871405623282E-7","6.396966363974416E-8","1.2796934756061248E-7","1.309489584261132E-7","1.5605511317737475E-7","0.0","0.0","0.0","1.0483493908260811E-7","4.189137419687134E-8","1.94039625048264E-8","0.0","6.571014496383107E-8","1.573688313317383E-7","1.75715578862216E-7","1.459666096777176E-8","1.891329398153976E-8","1.7304878508948097E-8","1.5319069141784526E-8","3.804417278896549E-8","1.7480993239620847E-8","1.6037832338668234E-8","2.996781376630191E-8","1.2353001057006899E-8","1.0784003654608894E-8","7.985447597521691E-9","1.4458401928142592E-8","5.441064631747409E-8","4.876152626324851E-9","7.249817868794244E-9","4.978314585451259E-9","7.754217279818883E-9","1.251082653590929E-9","2.4843711254315165E-8","2.0226447349023832E-8","6.50899591752946E-9","8.820440706613614E-9","9.966970727359655E-9","1.0029504151684697E-8","6.4383220935740354E-9","1.4189835037850468E-8","1.1854690813768653E-8","1.239349743930781E-8","1.3502836672587856E-8","1.793168689145373E-8","4.093178925926712E-8","1.8918625326010357E-8","2.4919394203299184E-9","5.4064018908990654E-8","3.11313524898933E-8","5.317715646383645E-8","4.432873487955071E-8","7.954483092764188E-8","5.063855934404159E-8","1.9937269931221615E-8","7.516639317244505E-9","6.8434510333379424E-9","1.6856486802195609E-6","2.235757611524126E-6","2.0961349379687187E-6","1.330055308963872E-7","2.4283221913509096E-8","7.385121953321482E-7","6.510368231416763E-7","3.3482066012572685E-8","2.6263325687988565E-8","1.0129847712464374E-8","2.659241612069547E-8","1.1218135816515333E-8","1.6359051457205165E-8","1.4155877879916338E-8","2.4782829675517554E-6","7.038368978005394E-6","5.679879412564124E-8","5.581732984061918E-7","2.887740074508942E-7","2.1506663448710142E-8","3.090514471698206E-7","1.0140286123968896","0.7602458758475734"
