"""","7111 家計外消費支出（列）","7211 家計消費支出","7212 対家計民間非営利団体消費支出","7311 一般政府消費支出","7321 一般政府消費支出（社会資本等減耗分）","7411 県内総固定資本形成（公的）","7511 県内総固定資本形成（民間）","7611 在庫純増","7711 調整項","8100 移輸出","合計"
"3592 航空機・同修理","-","-","-","-","-","-","-","-","-","-","-"
"3599 その他の輸送機械","8.810454557156007E-5","0.024511548172436882","8.821035879966218E-5","0.002550044890486677","0.0011594517048286145","0.012086991234357466","0.18226105944341078","5.952906391402873E-4","0.004695497324420433","0.7719638016865477","1.0"
"3911 がん具・運動用品","0.020637286510458236","0.3158683362501455","0.005436603672624504","0.03627623523008324","0.003776357479619584","0.003527101814032014","0.10763312318534823","0.024633615942645546","0.003692597639750365","0.47851874227529284","1.0"
"3919 その他の製造工業製品","0.006166036328510895","0.05320258751872326","0.0010642224668911493","0.0063977198426266695","0.0011565247828790562","0.005584588473998808","0.021819927478159012","-0.0023725453781829066","0.0030483369511538363","0.9039326015352402","1.0"
"3921 再生資源回収・加工処理","0.0012545190990005466","0.05532152233504903","5.42182171665299E-4","0.005757478606532666","7.799149052156005E-4","0.015091782452094487","0.0125212550124204","0.022030735645501745","0.0021600760739431514","0.8845405336985771","1.0"
"4111 住宅建築","0.0","0.0","0.0","0.0","0.0","0.06099123285840008","0.9390087671415999","0.0","0.0","0.0","1.0"
"4112 非住宅建築","0.0","0.0","0.0","0.0","0.0","0.3834647418101055","0.6165352581898945","0.0","0.0","0.0","1.0"
"4121 建設補修","0.006513425132698596","0.48857937639945886","0.006729075971149739","0.10857704843173689","0.031455406966529834","0.011989678661573822","0.016401420882606654","0.003488303127633456","0.0010010422571813708","0.3252652221694309","1.0"
"4131 公共事業","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"4191 その他の土木建設","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0"
"4611 電力","0.006375358574973827","0.3467108704326992","0.004129677799092283","0.04364975904511143","0.006566619863232652","0.008227990120267054","0.012835564547541808","0.003076800185156372","0.0010976775706661853","0.5673296818612592","1.0"
"4621 都市ガス","0.024036104649666667","0.4465269162381055","0.00888432988875371","0.10807114737922542","0.014975701557460086","0.010706838788339048","0.01756923514511316","0.0030109810229243506","0.0012129721167465676","0.36500577321366556","1.0"
"4622 熱供給業","0.014175893653946973","0.3442780298141542","0.009872190500177217","0.14950693162511355","0.03952244357343244","0.008753868792263276","0.016503757635512265","0.001860066590043648","0.0017340417718225841","0.4137927760435338","1.0"
"4711 水道","0.013844950445515107","0.8450926503775464","0.009202930854882361","-0.08959712135270508","0.04006535441728984","0.008416092143983193","0.011604827826156192","0.0010877066675174759","5.97270797927088E-4","0.15968533782188749","1.0"
"4811 廃棄物処理","0.017931263449535204","0.21036639003126928","0.004275272401983693","0.4306956290402424","0.12646315510445014","0.019927388653359246","0.013712125372177489","6.838326635285755E-4","3.477936470722159E-4","0.1755971496363818","1.0"
"5111 卸売","0.015354643163616125","0.3240347873525268","0.003569422501083027","0.04678435680196452","0.003091975710269004","0.03225515047341149","0.10028596687499987","0.005569979417660246","0.0013625697818732865","0.46769114792259575","1.0"
"5112 小売","0.025857428490612802","0.7511679788990108","0.002282689586323231","0.013785766701437354","0.002165396042060799","0.006702859346383966","0.030041950397745147","2.0876741521558398E-4","8.909709092147409E-5","0.16769806603028892","1.0"
"5311 金融","0.0038418244561710226","0.6665276314101398","0.010576009185216197","0.07364821467409668","0.02364708995180795","0.026475454776918123","0.025623108331763022","0.0012545142666479266","5.436650411143458E-4","0.167862487906125","1.0"
"5312 保険","0.0014871460094009806","0.8574947556343893","8.745069594389769E-4","0.010731554028042111","0.0011103397571530906","0.006698194828212268","0.007730635296777443","5.116224454744927E-4","2.4570263487767613E-4","0.11311554240623373","1.0"
"5511 不動産仲介及び賃貸","0.014521184017092958","0.45774822991186015","0.009938956981857618","0.14635943872857102","0.0054637225495252385","0.020748411419780437","0.04500937476533948","0.002667765879191258","7.692705575044552E-4","0.29677364518927746","1.0"
"5521 住宅賃貸料","0.0","0.9978055672458367","0.0","0.0021944327541634106","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"5531 住宅賃貸料（帰属家賃）","0.0","0.9981356767966064","0.0","0.0018643232033936088","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"5711 鉄道旅客輸送","0.0064691457527173155","0.4616742249203261","0.005051837683117051","0.06625722205639001","0.0150205728059788","0.011260792516252","0.013687410689894949","7.753935345155335E-4","4.693638371092268E-4","0.4193340362036991","1.0"
"5712 鉄道貨物輸送","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"5721 道路旅客輸送","0.02136041019047359","0.7171447055279768","0.004868705892304802","0.04839837725906619","0.016207307760135344","0.010213095765236711","0.01151735960428544","5.137295892069585E-4","3.2300637192693747E-4","0.1694533020393869","1.0"
"5722 道路貨物輸送（自家輸送を除く。）","0.01842207172589528","0.257699697220605","0.0027750373400679098","0.031585697162827","0.0035789754930041612","0.033135899896845004","0.059614685478462826","0.006243614950247725","0.0011322250539062642","0.5858120956781389","1.0"
"5731 自家輸送（旅客自動車）","-","-","-","-","-","-","-","-","-","-","-"
"5732 自家輸送（貨物自動車）","-","-","-","-","-","-","-","-","-","-","-"
"5741 外洋輸送","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"5742 沿海・内水面輸送","0.0017482742562390267","0.110655170977624","8.513802255957347E-4","0.009044453925244169","0.0015656823861043615","0.011892979020221676","0.011913764040849907","0.009642290378018639","8.070213947612219E-4","0.8418789833953412","1.0"
"5743 港湾運送","0.0014220934674988124","0.04930560427831637","7.089822935429644E-4","0.007299601621045864","8.918865710473236E-4","0.01619338787341794","0.017750090513834464","0.011353421293717587","9.416674964003986E-4","0.8941332645911783","1.0"
"5751 航空輸送","0.0022258718551746346","0.13920171214406565","0.0018629105544715504","0.015171809183815402","0.0021732319539163646","0.0019564554302410452","0.003724409220686732","2.260571263584806E-4","1.1917544122423282E-4","0.8333383670900458","1.0"
"5761 貨物利用運送","0.00674657398548141","0.16444765740201103","0.0018665103478741438","0.02257217668594376","0.0020122374671490916","0.020515315850483266","0.03708951342103981","0.005917989619511792","8.938284223548985E-4","0.7379381967981506","1.0"
"5771 倉庫","0.00949014709862906","0.20778267667290845","0.0029506733818673086","0.06751837254529744","0.015912663785115765","0.020389586832941394","0.0351436426532041","0.021780576534964697","0.0018092683775022293","0.6172223921175697","1.0"
"5781 こん包","0.00799727097279714","0.2964480952185937","0.0012556333266755646","0.017559962147151314","0.0031066781456518073","0.012013115608457484","0.02903739556616759","0.005066580745864038","0.0031309622803019624","0.6243843059883394","1.0"
"5789 その他の運輸附帯サービス","0.006558152060731544","0.34821571188764733","0.001636332723266639","0.01965268846141391","0.0046107553828521235","0.018120649772897596","0.01760535795745559","9.60800706887862E-4","2.2059034043345085E-4","0.5824189607064139","1.0"
"5791 郵便・信書便","0.017022770985289072","0.47900581524280555","0.02842560260184235","0.14224020151400524","0.038040230403158605","0.018252653986106916","0.020768531444450518","0.0010769705572333075","5.056328526781923E-4","0.2546615904124302","1.0"
"5911 電気通信","0.00920205430199571","0.7483299937491087","0.005632779401141059","0.027848660690245032","0.005502672034793873","0.010265132002740878","0.01022546357092963","4.543030575642713E-4","1.926866081479529E-4","0.182346254583333","1.0"
"5919 その他の通信サービス","0.006254144837563085","0.45905594947279366","0.0032639881148688295","0.06800227542687802","0.02803040472774109","0.010022757389318808","0.012847471340512324","0.003020533326353016","3.721353782343583E-4","0.4091303399857368","1.0"
"5921 放送","0.013078480403429757","0.48076775568524444","0.0012354622083384445","0.00978404416347755","8.763583351894746E-4","0.0021506251821638077","0.0033999291077146786","1.8990549690278596E-4","7.474408528861334E-5","0.48844269533225043","1.0"
"5931 情報サービス","0.004977903364142728","0.23009382612195853","0.008514491630806838","0.055189008056684245","0.011673941394504242","0.06762025972838735","0.37334176519916307","8.378525305244675E-4","4.8793497855395004E-4","0.2472630169952745","1.0"
"5941 インターネット附随サービス","0.01664685307422633","0.5560933916101396","0.004937164691494933","0.032732238089018637","0.007214899729929831","0.011317777293816415","0.023801513420007015","0.0010086806486879186","4.932086096993563E-4","0.34575427283298","1.0"
"5951 映像・音声・文字情報制作","0.0158114944214475","0.3645507899744206","0.020687486688661858","0.10204221219161097","0.020068000165894044","0.013880431271790962","0.02830226204509191","-6.746961462752891E-4","5.192045422503018E-4","0.4348128148451071","1.0"
"6111 公務（中央）","8.02083056273108E-5","0.006136674298572491","1.3658425893739814E-4","0.740985208368693","0.2420505935670451","8.341507600681513E-4","0.0011086418387986376","3.26559302493598E-5","1.0927847639715439E-5","0.008624354824368663","1.0"
"6112 公務（地方）","8.017024958550747E-5","0.046630185089551524","1.3651945447323266E-4","0.612109502661055","0.3304379257658577","8.337549846438092E-4","0.0011081158269369948","3.264043615012683E-5","1.0922662757385054E-5","0.00862026286898878","1.0"
"6311 学校教育","0.0","0.1638113613579443","0.030853083466671243","0.6629155219815916","0.07508406392449113","0.0","0.0","0.0","0.0","0.06733596926930166","1.0"
"6312 社会教育・その他の教育","0.0019578678701051987","0.23730420429880184","0.19114652229256213","0.41253087247769643","0.07077358911080084","0.005656961162771102","0.008911301698901851","3.110547479725934E-4","2.9499454552341895E-4","0.07111263179486459","1.0"
"6321 学術研究機関","0.0011403234402106593","0.06144905285776469","0.02966119715738679","0.7056927859282791","0.09933272822841918","0.011125327060524015","0.005620172717520939","4.364708656441296E-4","4.053512435024704E-4","0.0851365905007479","1.0"
"6322 企業内研究開発","0.0021033682657363474","0.05982775181073236","0.0010044124893920272","0.042658059923928494","0.001950722203437805","0.009783881199807408","0.019464689670577413","0.005258342756363513","0.003954538740747906","0.8539942329392768","1.0"
"6411 医療","0.006987209083046671","0.19780388504530352","0.0","0.7952089058716497","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"6421 保健衛生","0.20039364731347672","0.1562297303985773","0.005795520409695351","0.5964295346246616","0.006205396556313932","0.0013475345168903646","0.001997434949386423","6.586962178616184E-4","6.521124702449074E-5","0.030877293766112177","1.0"
"6431 社会保険・社会福祉","6.356400619058147E-4","0.15294052619942516","0.2827492814503648","0.5421456997567986","0.02152885253150564","0.0","0.0","0.0","0.0","0.0","1.0"
"6441 介護","0.0","0.04226417576634653","0.0","0.9577358242336534","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"6599 その他の非営利団体サービス","0.002862216923914711","0.30067214045990787","0.3438776796378891","0.012689982240975908","9.73320441785239E-4","0.005338111960886498","0.006052305880448095","6.237468145251026E-4","2.3220536424013093E-4","0.32667829027542716","1.0"
"6611 物品賃貸業（貸自動車業を除く。）","0.009989460728645375","0.21614963631782302","0.007916392809087893","0.13986386388285943","0.02168160121965426","0.11915251455144991","0.11797975971051404","0.001683357752729184","8.540622505946344E-4","0.36472935077664226","1.0"
"6612 貸自動車業","0.0100960301713366","0.29563920655745635","0.005668004808078438","0.07995151276749973","0.01618826986167248","0.06896822728081912","0.06545525655531","0.0020246654107275515","6.610379958486474E-4","0.45534778859125125","1.0"
"6621 広告","0.016262021806368383","0.3838089282836103","0.007547240905084378","0.05290195420641399","0.00922741007552385","0.015581258344735487","0.028594845858058583","0.0020066234809080472","9.341525469399645E-4","0.4831355644923571","1.0"
"6631 自動車整備","0.00622247089296308","0.6418720922657728","0.00398557910266529","0.07428146691506644","0.023944388770212505","0.03746097127113126","0.03815008354267946","0.0012329918402731582","3.6528706440219267E-4","0.17248466833483383","1.0"
"6632 機械修理","0.009854924257218723","0.23482528557148405","0.010129927034350117","0.07949142581752762","0.017880700837660635","0.040907338995649765","0.03751646066137883","0.0046437561508452995","0.002099587433754552","0.5626505932401303","1.0"
"6699 その他の対事業所サービス","0.009895694820407556","0.3268238815035971","0.013600174575014305","0.13672369209845012","0.025458100411913036","0.10080064915204373","0.12654474445659325","0.001447533690188329","8.379879574449191E-4","0.25786754133434764","1.0"
"6711 宿泊業","0.01916212859316264","0.045938557253847455","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.93489931415299","1.0"
"6721 飲食サービス","0.23348453825717475","0.687554230475957","8.210095274198445E-4","0.02265119680315531","1.034966833476769E-4","3.059870200555304E-4","4.0668978517375474E-4","2.223997742311546E-5","4.472495904314128E-6","0.05464613897438863","1.0"
"6731 洗濯・理容・美容・浴場業","0.007935106710208771","0.7823902770652204","0.00676172277297178","0.13630748361792952","9.133764938773894E-4","7.672303368872903E-4","7.252962600692928E-4","4.5945953917429756E-5","1.6763752945827257E-5","0.06413679703597219","1.0"
"6741 娯楽サービス","0.12054766638965435","0.7604135840031209","3.145512228543741E-4","0.0021631375309190534","2.950272585673744E-4","9.005182255375156E-4","0.0012827889468255689","2.760909894994049E-5","1.5259180445295554E-5","0.11403985814312537","1.0"
"6799 その他の対個人サービス","0.012679661409646116","0.9442780264396311","0.0018374795705457816","0.008646003852849537","0.0011853510418115552","0.00259722338942844","0.0034361116125857676","1.1860366939342778E-4","1.507963132337223E-4","0.025070742700874463","1.0"
"6811 事務用品","-","-","-","-","-","-","-","-","-","-","-"
"6911 分類不明","-","-","-","-","-","-","-","-","-","-","-"
" 平均","0.011197766404596037","0.3277908067163137","0.01199380749506614","0.15646962249271415","0.024333983487450906","0.03492017180809493","0.04619386893677123","0.00410536885904074","0.0011732727063687998","0.381821331093583","1.0"
