"""","7111 家計外消費支出（列）","7211 家計消費支出","7212 対家計民間非営利団体消費支出","7311 一般政府消費支出","7321 一般政府消費支出（社会資本等減耗分）","7411 県内総固定資本形成（公的）","7511 県内総固定資本形成（民間）","7611 在庫純増","7711 調整項","8100 移輸出"," 平均"
"1619 その他の木製品","0.0001355892106053648","0.00006003700879774451","0.000038946371564815756","0.000025039021502686423","0.000020980908392946326","0.0003884049410432253","0.0013899380736658933","0.00026371195848561057","0.0001433653293205501","0.0018967984619712873","0.000948905063375107"
"1621 家具・装備品","0.0002521917243555141","0.00015402563235281458","0.0006824696119267999","0.00019224031943978326","0.00013700541736808076","0.00016269347167068018","0.0006669573251933238","0.00013317036037249782","0.0008470728854861471","0.0018758906622145914","0.0009369016038517212"
"1631 パルプ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1632 紙・板紙","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00003141002948108414","0.000013424921835366867"
"1633 加工紙","0.000052075154124786676","0.00005375197940636707","0.00002836311705153883","0.00001841689954361031","0.000016233280916167022","0.00006539144785401886","0.00018917514917290588","-0.0001226114311322525","0.00022296462617983997","0.00039614328069033047","0.00020405881189757637"
"1641 紙製容器","0.0003409956901625505","0.00029927143494042617","0.00012005368200724335","0.00008062126956181929","0.00005216198341809188","0.00009618346008964229","0.0001219883642943134","-0.00031782535625819475","0.0004932113925390786","0.0017372394578785422","0.0008612482208030064"
"1649 その他の紙加工品","0.00025647988644546114","0.00006880718037587741","0.0001709824121723747","0.00009390848213375735","0.000052159388204603086","0.000031647885179876985","0.000014163652002695018","0.000014481839549664153","0.00012875449432825102","0.0002226846557024854","0.00013488097938121546"
"1911 印刷・製版・製本","0.0006356089052597958","0.0006596673990895264","0.0031499681179942554","0.0008608860954200389","0.00127443609992432","0.00024898454376911724","0.00018421521191694607","0.00011147261078557357","0.0005633633719812919","0.0011168632322582197","0.0008528773871880124"
"2011 化学肥料","0.000010720154489905647","0.000011397123604786953","0.000002716529502647083","0.000001374499652361561","0.000000350187215111693","0.000006711687771875473","0.000003278817936364699","-0.000014092537231558932","0.0000931609466244195","0.00009436986349172692","0.000044697092698927353"
"2021 ソーダ工業製品","0.000019264407340330354","0.000024641435907973444","0.000011918249131696094","0.000006567464881251954","0.000023403846195799967","0.000009999601863114568","0.000006261638148153201","0.00006692916779395807","0.0006506954685940723","0.00048579430644350724","0.00021922107655869658"
