"""","7111 家計外消費支出（列）","7211 家計消費支出","7212 対家計民間非営利団体消費支出","7311 一般政府消費支出","7321 一般政府消費支出（社会資本等減耗分）","7411 県内総固定資本形成（公的）","7511 県内総固定資本形成（民間）","7611 在庫純増","7711 調整項","8100 移輸出","平均"
"1514 染色整理","0.000008681788798390345","0.000007291008170115474","0.0000048295681556701","0.000003510600696305509","0.000002728327173575768","0.000005434139409745145","0.000010185980954096864","-0.00001581065866346126","0.0008811157679815741","0.0038574830296354053","0.0016536344896034224"
"1519 その他の繊維工業製品","0.000055975962293082226","0.00005340245281055341","0.00003108634918342677","0.0000248513656034676","0.000023885176346180347","0.000041078989906813837","0.00017778811957840012","-0.0007688300584726657","0.0021980615234635723","0.0013302279889890066","0.0005989094541142489"
"1521 衣服","0.000014091350889285905","0.00006576490204274135","0.00006930537243180792","0.00001054276665163536","0.000017574330594930986","0.000005085199139358216","0.000017104257465274253","-0.00004747520213421881","0.0006475693389857416","0.00291645515964169","0.0012712611276807996"
"1522 その他の衣服・身の回り品","0.00023894698828708045","0.00026337484964229676","0.000022026018517656754","0.00000963036384960878","0.000013424757039288866","0.000014908925795951679","0.000003981007921501963","0.00005858867904649767","0.0003315788633456258","0.0008499909736068979","0.0004529726567509666"
"1529 その他の繊維既製品","0.0006468668841997787","0.0003166041225220773","0.00014164036126645553","0.00018461704998559407","0.00012428112041829414","0.00014227243062478492","0.00048293430400084774","-0.00021597935227787176","0.0006565194551945307","0.00397187175049151","0.0018666958961435392"
"1611 木材","0.00003601577876135023","0.00003576382503004691","0.00004990749132921376","0.000025203597400063814","0.00003314118650167216","0.0008818101454043542","0.0023525216593095867","-0.00013771627353144513","0.0002948323629973019","0.0047455568341047685","0.0022381713803409846"
"1619 その他の木製品","0.00030900257516788533","0.00013682202471017272","0.00008875727687507612","0.000057062963118306004","0.00004781468004597555","0.0008851598623108922","0.0031676151971760007","0.0006009893701040246","0.00032672404944357063","0.004322730449618986","0.002162517997292271"
"1621 家具・装備品","0.0006987564365319001","0.0004267642099377715","0.0018909424379010256","0.0005326469808348412","0.00037960570462942944","0.00045078049568093376","0.0018479620021708478","0.00036897977799770296","0.0023470144885115165","0.005197595907646498","0.002595906062189294"
"1631 パルプ","-0.0038183030494799404","-0.0007702499300106915","-0.00007541790933156689","-0.000029743326192570262","-0.00003561052888457746","-0.00003175462736280611","-0.00006102070501787894","0.00000070278099785604","-0.000032206664805495935","0.0007166296801107273","0.0"
"1632 紙・板紙","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00009053479085724253","0.00003869536293723391"
"1633 加工紙","0.00036758932323378835","0.00037942573698612053","0.00020021023801086236","0.00013000164383724925","0.00011458786529059074","0.00046158669073425077","0.0013353539941616886","-0.000865492455051194","0.0015738679495047527","0.002796305510755274","0.0014404151428064214"
"1641 紙製容器","0.0009862173169913047","0.0008655437007968938","0.0003472155912224894","0.00023317037268649407","0.00015086129478942363","0.00027817886467517854","0.00035281102022476004","-0.0009192047851729304","0.0014264509209121234","0.005024390883954244","0.0024908757913596584"
"1649 その他の紙加工品","0.000761030482731614","0.00020416556800055425","0.000507341255790161","0.00027864647977393576","0.0001547680207382485","0.00009390601995996286","0.0000420265739752098","0.00004297070423752806","0.0003820420241543186","0.0006607528308549157","0.0004002206109508197"
"1911 印刷・製版・製本","0.0013047638360749695","0.0013541505775754444","0.006466184553327096","0.001767207845876135","0.0026161341051224233","0.0005111099384593824","0.00037815289335173095","0.00022882849825149685","0.001156459810817152","0.0022926720239967342","0.0017507677475887256"
"2011 化学肥料","0.00003231198508794883","0.0000343524609006476","0.000008187984684657109","0.000004142926514008521","0.0000010555112879515","0.00002022992816045858","0.000009882797525509147","-0.00004247679950006985","0.00028079960236971675","0.00028444344013584124","0.00013472303912432875"
"2021 ソーダ工業製品","0.00007203333868610558","0.00009213908671641365","0.00004456463472154376","0.00002455701926058908","0.0000875114998243529","0.00003739044212504655","0.000023413474055414343","0.0002502610813044974","0.002433075995679564","0.0018164787106929412","0.0008197099332418121"
"2029 その他の無機化学工業製品","0.0002981679525392634","0.00025669534039406193","0.00017887256408344811","0.00027891221147110005","0.00027044724540030364","0.0004256859358354692","0.0002411864167750892","0.002808201079737051","0.010554624273595778","0.006792011945907703","0.0030975243180613563"
"2031 石油化学基礎製品","0.00003332515355851086","0.000034232653586210415","0.000027755045427986745","0.00004072162737497262","0.0000137036033931079","0.00003676942759240034","0.00003239650244794014","0.009053430465021313","0.11962770998829525","0.03073170822167227","0.013421763030229135"
"2041 脂肪族中間物・環式中間物","0.00005252522396278463","0.000059473261623433866","0.000034363907158118226","0.000029738995046879202","0.000012735965758317766","0.0000362083703662894","0.000030079083730191035","0.0012897978314883418","0.14493178352666902","0.01832466284483115","0.00808543557079925"
"2042 合成ゴム","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2049 その他の有機化学工業製品","0.000055685901025061724","0.000056031228034835006","0.0000425323496259982","0.00007379635343662526","0.0000259701749325056","0.00004377128381409097","0.000037947900678453804","0.0009288809966889443","0.014222175156988268","0.007337227333773329","0.003197342560413728"
"2051 合成樹脂","0.000010207563163133559","0.000010746894812364152","0.000007157912830805295","0.000010272956068186043","0.000004892768506507722","0.000018707509841011117","0.00001703663789572636","0.00023889143251870152","0.006411422917404447","0.0015033963287664391","0.00066097997507071"
"2061 化学繊維","0.000000610890755455458","0.000000387163065202203","0.000000197039711457473","0.000000165615767042302","0.000000126975039443834","0.000000169709776282871","0.00000055273096048882","0.000008635226615948762","0.00005358271647628401","0.000010608540763078717","0.00000489614796348677"
