"""","7111 家計外消費支出（列）","7211 家計消費支出","7212 対家計民間非営利団体消費支出","7311 一般政府消費支出","7321 一般政府消費支出（社会資本等減耗分）","7411 県内総固定資本形成（公的）","7511 県内総固定資本形成（民間）","7611 在庫純増","7711 調整項","8100 移輸出","平均"
"1112 畜産食料品","0.0005989088392660106","0.0005817500204468017","0.00007973737052031963","0.00004460624745030503","0.000005764022741431277","0.00000024964336509728","0.000000173203628854186","0.00011256184307392057","0.000006060440210910419","0.00023248228803218637","0.00029787532448825746"
"1113 水産食料品","0.003552721858174388","0.003453343610855922","0.0004938112643309945","0.0002610777683854966","0.00002846835375154026","0.000001564827135315405","0.00000096798245357167","0.0005197709452952802","0.003665665575147952","0.003648271733199491","0.002741211098525028"
"1114 精穀・製粉","0.004676265194006314","0.005765880605778276","0.0012382002069430095","0.0005998204480059616","0.00006721722526420387","0.000005477991326332474","0.000006784250565474561","-0.00015758263261032136","0.00016705522974726144","0.002285179764427057","0.0029346879132111942"
"1115 めん・パン・菓子類","0.002887071472135661","0.00334601280056692","0.00017609490563923308","0.00007901931843208747","0.00001113982640843794","0.00000106500932367564","0.000000620052880472545","0.00036058309551678105","0.00043033190287829724","0.002514191168185873","0.00218494551377018"
"1116 農産保存食料品","0.00136012801911585","0.001354921891721504","0.00019383778433111883","0.00010341602003843654","0.000011193126664434176","0.000000699075873544399","0.000000434587950139464","0.0034736169726141313","0.001858010502296437","0.015547964122135783","0.007142058416415169"
"1117 砂糖・油脂・調味料類","0.0006021770420886112","0.00035938742554729295","0.000057865145071138834","0.000035440953974726315","0.000004255298180758187","0.000002107200176487164","0.000001927794958463563","0.00024009069470294053","0.0006717610937534154","0.0016406681687542238","0.0008309236914807664"
"1119 その他の食料品","0.007358522206362462","0.0062132597333832695","0.0008319491808239087","0.001427881200099889","0.00029227246258782275","0.000002844030400203117","0.000001974405742728867","0.001528027459473754","0.0004692173810068959","0.006247227744493702","0.0049108364073772014"
"1121 酒類","0.0014434667546437477","0.0004545756749220557","0.000006094926267821029","0.000012055975682980344","0.000000611324278835646","0.000001288032567480897","0.000000770407078272462","0.00007579569837282882","0.00010780091617742839","0.0010741702470894218","0.0006251275367574352"
"1129 その他の飲料","0.00517453537024306","0.0033443189345600294","0.00035145468370150173","0.0002027725277341306","0.000021848419533741116","0.000003569930334418782","0.000003691438824860581","0.00013857480641970915","0.000899204485993432","0.0163122899313035","0.00812728973887422"
"1131 飼料・有機質肥料（別掲を除く。）","0.000044603801830061826","0.00006422713656129636","0.000019784672258424643","0.000009655274044305515","0.000006012603712918081","0.000002313205445091885","0.00000802041590189152","0.000005904395679739128","0.000013961509075297351","0.0004623357301022299","0.00022048459861378987"
"1141 たばこ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1511 紡績","0.000003275162141374984","0.000002721015188475904","0.000001249429786218631","0.000001019038428907273","0.000000760163343301389","0.00000116993214213171","0.000002398462031304419","0.0001362573781396594","0.000899692698956877","0.0004682278327743667","0.00020405881189757604"
"1512 織物","0.000004191483013663215","0.000006138960148423449","0.000002307682475587076","0.000001711347815148833","0.000001503197094222552","0.000002207926306342376","0.000003183956476865484","-0.00009269537627831689","0.014138444890689158","0.0019414277412021102","0.0008522456261604671"
"1513 ニット生地","0.00002702564063236946","0.00001753811520118548","0.000013604795405812718","0.000007747953753659964","0.000005764765075808203","0.000017781469640145906","0.000010927006065016889","0.003165730079757944","0.06164873371715035","0.006232322096201507","0.0027947528456096094"
